periodo,uf,cnae_secao,n_amostral,total_expandido,share_pct
2025T3,AL,Q,18,3618.71119872,1.32
2025T3,AL,R,14,2980.29341394,1.09
2025T3,AL,S,165,34920.10263941,12.72
2025T3,AL,,275,47882.33444697,17.44
2025T3,AM,A,830,140607.3197041,28.08
2025T3,AM,B,1,376.85726127,0.08
2025T3,AM,C,109,32679.02206596,6.53
2025T3,AM,E,1,353.12237358,0.07
2025T3,AM,F,201,64955.69068813,12.97
2025T3,AM,G,30,10317.47909642,2.06
2025T3,AM,H,140,54347.76157754,10.85
2025T3,AM,I,106,35323.82210426,7.05
2025T3,AM,J,3,789.21032481,0.16
2025T3,AM,K,3,811.05719127,0.16
2025T3,AM,L,2,934.90348881,0.19
2025T3,AM,M,25,8275.23407248,1.65
2025T3,AM,N,37,8964.91595908,1.79
2025T3,AM,P,12,3665.54960656,0.73
2025T3,AM,Q,11,4104.07867035,0.82
2025T3,AM,R,8,3567.8096134099997,0.71
2025T3,AM,S,121,41766.24489632,8.34
2025T3,AM,,283,88965.42050955001,17.76
2025T3,AP,A,143,12782.303853290001,14.15
2025T3,AP,B,2,338.79970369,0.38
2025T3,AP,C,61,9603.74426104,10.63
2025T3,AP,F,85,16965.36717814,18.78
2025T3,AP,G,6,1330.1712451500002,1.47
2025T3,AP,H,57,10774.23267179,11.93
2025T3,AP,I,23,3666.45009867,4.06
2025T3,AP,J,1,240.69504516,0.27
2025T3,AP,L,2,452.24573875,0.5
2025T3,AP,M,13,2614.83295092,2.89
2025T3,AP,N,14,1909.8468002,2.11
2025T3,AP,P,1,78.34153462,0.09
2025T3,AP,Q,4,737.96859653,0.82
2025T3,AP,R,10,1885.5732212,2.09
2025T3,AP,S,66,12903.51036905,14.28
2025T3,AP,,82,14056.36072351,15.56
2025T3,BA,A,1046,426668.04470612,25.59
2025T3,BA,B,6,4525.45166833,0.27
2025T3,BA,C,193,125630.08781637,7.53
2025T3,BA,E,1,1077.72769564,0.06
2025T3,BA,F,271,197651.10901376,11.85
2025T3,BA,G,59,40445.00186651,2.43
2025T3,BA,H,196,148299.39434351,8.89
2025T3,BA,I,198,140784.24074452,8.44
2025T3,BA,J,9,10010.4960729,0.6
2025T3,BA,K,2,2260.0632018899996,0.14
2025T3,BA,L,15,9872.91823791,0.59
2025T3,BA,M,56,46650.96832844,2.8
2025T3,BA,N,29,25550.55245938,1.53
2025T3,BA,P,23,16224.26707147,0.97
2025T3,BA,Q,24,20293.50421652,1.22
2025T3,BA,R,24,19198.69046293,1.15
2025T3,BA,S,222,166781.46378694,10.0
2025T3,BA,,355,265512.79790903,15.92
2025T3,CE,A,499,144231.00833267,14.73
2025T3,CE,C,318,132871.05544366,13.57
2025T3,CE,E,1,312.03551836,0.03
2025T3,CE,F,296,131000.81762166,13.38
2025T3,CE,G,91,40395.57289406,4.13
2025T3,CE,H,201,98294.80494561,10.04
2025T3,CE,I,150,59191.09968289,6.05
2025T3,CE,J,12,5584.52849968,0.57
2025T3,CE,K,8,2603.73201293,0.27
2025T3,CE,L,6,2883.4294075,0.29
2025T3,CE,M,55,29390.67367212,3.0
2025T3,CE,N,29,11947.336986280001,1.22
2025T3,CE,P,22,9022.72902749,0.92
2025T3,CE,Q,15,6882.01038237,0.7
2025T3,CE,R,28,13004.19343461,1.33
2025T3,CE,S,213,95453.90365415,9.75
2025T3,CE,,481,195830.97830153,20.01
2025T3,DF,A,9,1377.84250113,0.83
2025T3,DF,C,43,14496.92234699,8.72
2025T3,DF,E,1,150.43653403,0.09
2025T3,DF,F,86,29386.62531544,17.67
2025T3,DF,G,14,3861.38817974,2.32
2025T3,DF,H,61,20934.6978918,12.59
2025T3,DF,I,33,9436.720033059999,5.67
2025T3,DF,J,8,2353.9054623,1.42
2025T3,DF,K,6,1598.29660735,0.96
2025T3,DF,L,11,4891.55332346,2.94
2025T3,DF,M,33,12219.13608018,7.35
2025T3,DF,N,10,3269.10541454,1.97
2025T3,DF,P,12,3681.29200533,2.21
2025T3,DF,Q,11,3552.28547804,2.14
2025T3,DF,R,7,3170.60346734,1.91
2025T3,DF,S,67,22727.69411042,13.67
2025T3,DF,,93,29196.41839574,17.56
2025T3,ES,A,560,96592.68905704,26.96
2025T3,ES,B,1,93.34143792,0.03
2025T3,ES,C,128,27869.27612612,7.78
2025T3,ES,F,216,52123.00237243,14.55
2025T3,ES,G,49,11239.816758429999,3.14
2025T3,ES,H,80,21152.86404411,5.9
2025T3,ES,I,121,27124.37602197,7.57
2025T3,ES,J,5,1036.6132595000001,0.29
2025T3,ES,K,2,362.75463728,0.1
2025T3,ES,L,10,1957.64121519,0.55
2025T3,ES,M,64,15013.8280177,4.19
2025T3,ES,N,15,3521.73104266,0.98
2025T3,ES,P,10,1773.69487501,0.5
2025T3,ES,Q,27,6432.12018106,1.8
2025T3,ES,R,15,3075.33776617,0.86
2025T3,ES,S,188,50355.36576274,14.06
2025T3,ES,,162,38538.24478723,10.76
2025T3,GO,A,206,41788.10342447,7.01
2025T3,GO,C,168,74486.84392214,12.49
2025T3,GO,E,1,614.19690646,0.1
2025T3,GO,F,202,98442.4391326,16.51
2025T3,GO,G,46,22443.7589066,3.76
2025T3,GO,H,130,67020.01737068,11.24
2025T3,GO,I,105,46954.17507946,7.87
2025T3,GO,J,4,2817.2600804999997,0.47
2025T3,GO,L,10,4432.35814032,0.74
2025T3,GO,M,51,27942.32580567,4.69
2025T3,GO,N,14,6701.53539545,1.12
2025T3,GO,P,8,4500.367563700001,0.75
2025T3,GO,Q,30,14876.44691202,2.49
2025T3,GO,R,22,7526.48565377,1.26
2025T3,GO,S,141,72810.58625869,12.21
2025T3,GO,,219,103038.8094561,17.28
2025T3,MA,A,1498,214234.84807633,25.8
2025T3,MA,B,5,1490.75533495,0.18
2025T3,MA,C,207,48214.62816982,5.81
2025T3,MA,F,491,123003.56749854,14.82
2025T3,MA,G,92,21797.1046872,2.63
2025T3,MA,H,224,63726.14742833,7.68
2025T3,MA,I,259,65792.78351509,7.92
2025T3,MA,J,6,1850.1810473199998,0.22
2025T3,MA,K,4,1469.65541704,0.18
2025T3,MA,L,4,776.25151825,0.09
2025T3,MA,M,38,11840.55503007,1.43
2025T3,MA,N,66,14371.6788775,1.73
2025T3,MA,P,29,9032.26952813,1.09
2025T3,MA,Q,21,6002.33176017,0.72
2025T3,MA,R,36,10273.349912669999,1.24
2025T3,MA,S,316,81014.70751016,9.76
2025T3,MA,,635,155368.35280495,18.71
2025T3,MG,A,1092,361108.09799891,18.15
2025T3,MG,B,3,1215.48437092,0.06
2025T3,MG,C,319,171483.01209532,8.62
2025T3,MG,E,2,1158.19449609,0.06
2025T3,MG,F,514,333648.4437459,16.77
2025T3,MG,G,106,71762.17901687,3.61
2025T3,MG,H,290,199577.38998873,10.03
2025T3,MG,I,231,138969.56746794,6.98
2025T3,MG,J,13,8082.8885295400005,0.41
2025T3,MG,K,11,6544.87697376,0.33
2025T3,MG,L,13,6976.16389102,0.35
2025T3,MG,M,82,53685.01747641,2.7
2025T3,MG,N,54,34311.54049056,1.72
2025T3,MG,P,43,36422.63890783,1.83
2025T3,MG,Q,48,31263.33381138,1.57
2025T3,MG,R,36,22869.99228679,1.15
2025T3,MG,S,403,278266.71321913,13.98
2025T3,MG,,359,232627.10957912,11.69
2025T3,MS,A,169,21683.69825343,10.12
2025T3,MS,C,91,20926.39790883,9.77
2025T3,MS,F,158,41908.71424057,19.56
2025T3,MS,G,37,11278.60202767,5.26
2025T3,MS,H,76,20443.50092044,9.54
2025T3,MS,I,69,18826.288675249998,8.79
2025T3,MS,J,4,1115.38013201,0.52
2025T3,MS,K,3,611.55282474,0.29
2025T3,MS,L,4,778.6029111800001,0.36
2025T3,MS,M,30,10158.05555459,4.74
2025T3,MS,N,22,6872.5078255,3.21
2025T3,MS,P,6,1592.81649246,0.74
2025T3,MS,Q,8,1721.55405173,0.8
2025T3,MS,R,7,2102.2653984099998,0.98
2025T3,MS,S,95,27730.16565333,12.94
2025T3,MS,,105,26549.82984723,12.39
2025T3,MT,A,387,54016.23640176,18.92
2025T3,MT,B,1,291.51163546,0.1
2025T3,MT,C,115,27707.46619684,9.71
2025T3,MT,E,4,1168.08051309,0.41
2025T3,MT,F,179,51786.28140686,18.14
2025T3,MT,G,41,13600.356746200001,4.76
2025T3,MT,H,54,16824.39145558,5.89
2025T3,MT,I,90,23488.62810087,8.23
2025T3,MT,J,3,945.02609723,0.33
2025T3,MT,K,5,1458.25066156,0.51
2025T3,MT,L,6,1819.14840875,0.64
2025T3,MT,M,26,7298.70273307,2.56
2025T3,MT,N,40,10970.86946992,3.84
2025T3,MT,P,3,860.1781154,0.3
2025T3,MT,Q,12,3270.69941995,1.15
2025T3,MT,R,10,3667.38034543,1.28
2025T3,MT,S,94,27753.83635914,9.72
2025T3,MT,,158,38551.28552295,13.5
2025T3,PA,A,705,240825.88713817,23.36
2025T3,PA,B,4,1563.38533861,0.15
2025T3,PA,C,325,139192.38249498,13.5
2025T3,PA,E,1,389.40959929,0.04
2025T3,PA,F,233,130904.50141085,12.7
2025T3,PA,G,42,21623.83207831,2.1
2025T3,PA,H,167,85265.74333002,8.27
2025T3,PA,I,166,76156.9611204,7.39
2025T3,PA,J,6,3114.6743289,0.3
2025T3,PA,K,1,241.07597328,0.02
2025T3,PA,L,5,828.21736123,0.08
2025T3,PA,M,27,12690.99688075,1.23
2025T3,PA,N,45,19844.60815919,1.92
2025T3,PA,P,16,7546.178322289999,0.73
2025T3,PA,Q,12,7407.35042417,0.72
2025T3,PA,R,25,11649.7884511,1.13
2025T3,PA,S,180,97378.53186747,9.45
2025T3,PA,,389,174265.5324484,16.9
2025T3,PB,A,287,59689.83819478,17.27
2025T3,PB,B,1,341.87253579,0.1
2025T3,PB,C,91,25496.21028216,7.38
2025T3,PB,E,1,84.23233545,0.02
2025T3,PB,F,145,42546.04385864,12.31
2025T3,PB,G,39,14246.523830279999,4.12
2025T3,PB,H,120,38709.25969831,11.2
2025T3,PB,I,69,18924.21938516,5.48
2025T3,PB,J,8,1891.90679805,0.55
2025T3,PB,K,1,159.05204788,0.05
2025T3,PB,L,5,2309.71623679,0.67
2025T3,PB,M,35,10544.78455919,3.05
2025T3,PB,N,26,8953.152439360001,2.59
2025T3,PB,P,9,3110.37836874,0.9
2025T3,PB,Q,15,5427.20969938,1.57
2025T3,PB,R,10,2985.59618462,0.86
2025T3,PB,S,118,40069.82530015,11.6
2025T3,PB,,236,70058.09979606,20.27
2025T3,PE,A,330,104461.01160904,12.68
2025T3,PE,B,1,137.30308413,0.02
2025T3,PE,C,151,81097.28059303,9.84
2025T3,PE,E,1,205.14351115,0.02
2025T3,PE,F,128,61358.05021453,7.45
2025T3,PE,G,37,23461.867205130002,2.85
2025T3,PE,H,201,125739.48294199,15.26
2025T3,PE,I,144,78169.7402646,9.49
2025T3,PE,J,9,5880.69362166,0.71
2025T3,PE,K,3,1828.86775891,0.22
2025T3,PE,L,2,1280.39429904,0.16
2025T3,PE,M,37,20849.25869769,2.53
2025T3,PE,N,26,14620.41904351,1.77
2025T3,PE,P,14,7053.11435131,0.86
2025T3,PE,Q,24,14793.44943226,1.8
2025T3,PE,R,25,16525.28309893,2.01
2025T3,PE,S,163,100835.62759849,12.24
2025T3,PE,,294,165834.14700865,20.12
2025T3,PI,A,316,81960.3485281,22.79
2025T3,PI,B,5,1204.2736586,0.33
2025T3,PI,C,121,37307.52852866,10.38
2025T3,PI,F,119,42696.94320483,11.87
2025T3,PI,G,34,10605.99303265,2.95
2025T3,PI,H,83,22512.41605166,6.26
2025T3,PI,I,99,29275.04420535,8.14
2025T3,PI,J,1,293.62591301,0.08
2025T3,PI,L,3,712.64919777,0.2
2025T3,PI,M,31,9572.9545199,2.66
2025T3,PI,N,28,7524.52170294,2.09
2025T3,PI,P,20,4701.25668098,1.31
2025T3,PI,Q,9,2617.77992858,0.73
2025T3,PI,R,16,6318.05988936,1.76
2025T3,PI,S,107,35123.56957581,9.77
2025T3,PI,,224,67163.53819857,18.68
2025T3,PR,A,808,190236.53764879,19.45
2025T3,PR,C,203,81982.86608709,8.38
2025T3,PR,E,3,1113.0473900400002,0.11
2025T3,PR,F,385,169398.70023957,17.32
2025T3,PR,G,94,37474.89381179,3.83
2025T3,PR,H,180,88638.69174805,9.06
2025T3,PR,I,110,55937.13707169,5.72
2025T3,PR,J,8,4299.3050154,0.44
2025T3,PR,K,9,5483.82103045,0.56
2025T3,PR,L,12,4104.256999220001,0.42
2025T3,PR,M,78,43523.42854669,4.45
2025T3,PR,N,44,19803.45638307,2.02
2025T3,PR,P,16,7371.88664919,0.75
2025T3,PR,Q,41,18120.37157032,1.85
2025T3,PR,R,16,12870.86915561,1.32
2025T3,PR,S,215,105538.78022553,10.79
2025T3,PR,,287,132378.63821227,13.53
2025T3,RJ,A,200,40944.65429067,2.39
2025T3,RJ,B,1,232.29208385,0.01
2025T3,RJ,C,280,149938.78888247,8.77
2025T3,RJ,E,3,1277.39347498,0.07
2025T3,RJ,F,481,231386.09263979,13.53
2025T3,RJ,G,112,54604.66195299,3.19
2025T3,RJ,H,434,258166.23842901,15.1
2025T3,RJ,I,328,164789.4510756,9.64
2025T3,RJ,J,20,11986.0741149,0.7
2025T3,RJ,K,24,23386.66445984,1.37
2025T3,RJ,L,31,28109.78484072,1.64
2025T3,RJ,M,137,73119.79705763,4.28
2025T3,RJ,N,91,45553.13081148,2.66
2025T3,RJ,P,64,30042.41091043,1.76
2025T3,RJ,Q,116,64996.16119281,3.8
2025T3,RJ,R,57,32534.07213372,1.9
2025T3,RJ,S,468,245208.00662264,14.34
2025T3,RJ,,507,253376.39814517,14.82
2025T3,RN,A,216,57558.65433831,16.96
2025T3,RN,C,69,25521.7199688,7.52
2025T3,RN,E,3,1308.06969169,0.39
2025T3,RN,F,150,56530.68783632,16.66
2025T3,RN,G,35,12089.45730854,3.56
2025T3,RN,H,91,36546.55666302,10.77
2025T3,RN,I,67,21116.57677114,6.22
2025T3,RN,J,7,3287.62941285,0.97
2025T3,RN,K,1,365.34807805,0.11
2025T3,RN,L,1,182.67238697,0.05
2025T3,RN,M,28,10576.97810265,3.12
2025T3,RN,N,7,2723.9890895099998,0.8
2025T3,RN,P,18,7138.66344028,2.1
2025T3,RN,Q,13,4998.68018944,1.47
2025T3,RN,R,16,6068.07158348,1.79
2025T3,RN,S,106,38853.80073214,11.45
2025T3,RN,,158,54508.68740032,16.06
2025T3,RO,A,464,64876.0525973,43.98
2025T3,RO,C,27,6781.93207596,4.6
2025T3,RO,F,69,15555.2973459,10.54
2025T3,RO,G,21,5624.83994625,3.81
2025T3,RO,H,42,9785.35230205,6.63
2025T3,RO,I,31,5852.64489547,3.97
2025T3,RO,J,2,259.33652099,0.18
2025T3,RO,L,1,555.94605356,0.38
2025T3,RO,M,13,3580.88580868,2.43
2025T3,RO,N,7,1675.46082783,1.14
2025T3,RO,P,5,1346.99196565,0.91
2025T3,RO,Q,4,1039.15814487,0.7
2025T3,RO,R,3,439.67494084,0.3
2025T3,RO,S,52,14354.68979384,9.73
2025T3,RO,,63,15790.88688534,10.7
2025T3,RR,A,160,8861.30138721,15.95
2025T3,RR,B,3,418.4288768,0.75
2025T3,RR,C,36,3258.64705128,5.87
2025T3,RR,E,1,105.33116455,0.19
2025T3,RR,F,83,9002.95434037,16.21
2025T3,RR,G,24,3131.15299751,5.64
2025T3,RR,H,52,6907.6588413,12.43
2025T3,RR,I,37,4511.10560584,8.12
2025T3,RR,J,2,334.20834675000003,0.6
2025T3,RR,L,1,26.1009941,0.05
2025T3,RR,M,7,1054.04458569,1.9
2025T3,RR,N,14,1306.77764621,2.35
2025T3,RR,P,2,182.89445657,0.33
2025T3,RR,Q,3,398.65300231,0.72
2025T3,RR,R,2,211.83753427,0.38
2025T3,RR,S,42,6118.01038646,11.01
2025T3,RR,,81,9725.94064491,17.51
2025T3,RS,A,932,222621.38800189,23.51
2025T3,RS,C,174,72945.38563698,7.7
2025T3,RS,F,336,159875.79184474,16.88
2025T3,RS,G,71,33722.188808,3.56
2025T3,RS,H,194,99135.54647388001,10.47
2025T3,RS,I,110,47235.26707205,4.99
2025T3,RS,J,14,7336.464123010001,0.77
2025T3,RS,K,6,2627.1052407,0.28
2025T3,RS,L,8,2388.02282177,0.25
2025T3,RS,M,68,27228.21645484,2.88
2025T3,RS,N,31,12467.60980784,1.32
2025T3,RS,P,20,8582.57698956,0.91
2025T3,RS,Q,55,25231.54642597,2.66
2025T3,RS,R,33,14578.61329955,1.54
2025T3,RS,S,203,101447.85917983,10.71
2025T3,RS,,242,109557.51466441,11.57
2025T3,SC,A,820,125990.32014426,20.6
2025T3,SC,B,1,27.00405899,0.0
2025T3,SC,C,328,86092.31563415,14.08
2025T3,SC,E,7,1992.19177529,0.33
2025T3,SC,F,340,92262.0955753,15.09
2025T3,SC,G,78,23466.762669030002,3.84
2025T3,SC,H,139,39168.0776933,6.4
2025T3,SC,I,101,26753.65914854,4.37
2025T3,SC,J,24,6921.14645642,1.13
2025T3,SC,K,6,2279.39559569,0.37
2025T3,SC,L,25,7265.17163995,1.19
2025T3,SC,M,89,23580.18079716,3.86
2025T3,SC,N,63,18808.6696711,3.08
2025T3,SC,P,20,5762.20466214,0.94
2025T3,SC,Q,42,11649.89010696,1.91
2025T3,SC,R,31,9246.72245512,1.51
2025T3,SC,S,214,62254.30848197,10.18
2025T3,SC,,253,68012.54894614,11.12
2025T3,SE,A,168,29428.186166120002,15.57
2025T3,SE,C,41,9725.19457445,5.15
2025T3,SE,E,1,237.2491494,0.13
2025T3,SE,F,58,17558.10573711,9.29
2025T3,SE,G,29,8467.2597583,4.48
2025T3,SE,H,74,20720.87186153,10.97
2025T3,SE,I,55,13908.82078881,7.36
2025T3,SE,J,2,481.00682844999994,0.25
2025T3,SE,K,1,371.77624643,0.2
2025T3,SE,L,2,250.37647489,0.13
2025T3,SE,M,17,5926.95245434,3.14
2025T3,SE,N,5,1221.77801634,0.65
2025T3,SE,P,11,2967.31380492,1.57
2025T3,SE,Q,14,4557.07125171,2.41
2025T3,SE,R,10,2976.22391907,1.58
2025T3,SE,S,99,27459.81738997,14.53
2025T3,SE,,160,42694.33312256,22.6
2025T3,SP,A,424,148936.54565505,3.97
2025T3,SP,B,2,1169.1840326,0.03
2025T3,SP,C,278,335731.84299511,8.96
2025T3,SP,E,3,3505.45003788,0.09
2025T3,SP,F,596,671081.7260372,17.9
2025T3,SP,G,116,147751.80561933,3.94
2025T3,SP,H,359,474873.73925633,12.67
2025T3,SP,I,243,304143.49479215,8.11
2025T3,SP,J,33,43316.45218131,1.16
2025T3,SP,K,12,14376.17994587,0.38
2025T3,SP,L,24,26507.13407975,0.71
2025T3,SP,M,138,169950.21845687,4.53
2025T3,SP,N,109,131083.6152984,3.5
2025T3,SP,P,27,30126.46897435,0.8
2025T3,SP,Q,113,138609.9441148,3.7
2025T3,SP,R,63,74544.50254324,1.99
2025T3,SP,S,392,508796.28441521,13.57
2025T3,SP,,414,524460.16098613,13.99
2025T3,TO,A,216,25217.09645319,18.19
2025T3,TO,C,85,13434.28071219,9.69
2025T3,TO,F,106,23972.78412736,17.29
2025T3,TO,G,22,5163.08318154,3.72
2025T3,TO,H,39,8643.11081837,6.23
2025T3,TO,I,57,13872.59766422,10.01
2025T3,TO,J,2,655.2340814,0.47
2025T3,TO,L,4,1004.79394808,0.72
2025T3,TO,M,19,4493.94344707,3.24
2025T3,TO,N,17,3624.77326184,2.61
2025T3,TO,P,5,1393.09905072,1.0
2025T3,TO,Q,2,649.4647435100001,0.47
2025T3,TO,R,3,555.48069757,0.4
2025T3,TO,S,69,15939.45078809,11.5
2025T3,TO,,87,20017.69315365,14.44
2025T4,AC,A,189,11022.57525225,20.15
2025T4,AC,C,69,6364.66114045,11.64
2025T4,AC,F,13,1143.22074412,2.09
2025T4,AC,G,21,2053.75159725,3.75
2025T4,AC,H,81,6922.34312599,12.65
2025T4,AC,I,45,4685.80637897,8.57
2025T4,AC,L,1,41.3489977,0.08
2025T4,AC,M,6,512.9283874,0.94
2025T4,AC,N,26,2735.32305051,5.0
2025T4,AC,P,5,505.40998086999997,0.92
2025T4,AC,Q,3,358.13771907,0.65
2025T4,AC,S,60,6602.37672744,12.07
2025T4,AC,,106,11753.8726352,21.49
2025T4,AL,A,325,36743.88272314,14.02
2025T4,AL,B,1,302.69750671,0.12
2025T4,AL,C,73,12256.06616437,4.68
2025T4,AL,E,1,275.93266028,0.11
2025T4,AL,F,245,41705.78056291,15.91
2025T4,AL,G,44,8839.63176465,3.37
2025T4,AL,H,168,33734.71636447,12.87
2025T4,AL,I,98,16414.10048961,6.26
2025T4,AL,J,4,1329.22864756,0.51
2025T4,AL,K,1,247.29898572,0.09
2025T4,AL,L,9,1419.18268295,0.54
2025T4,AL,M,30,6628.2354556,2.53
2025T4,AL,N,30,5060.84714298,1.93
2025T4,AL,P,9,1792.73581145,0.68
2025T4,AL,Q,25,4758.16329803,1.82
2025T4,AL,R,14,2584.27839189,0.99
2025T4,AL,S,184,36575.50324495,13.96
2025T4,AL,,295,51423.561564050004,19.62
2025T4,AM,A,769,131444.29343885,27.67
2025T4,AM,B,2,448.19801039000004,0.09
2025T4,AM,C,103,28927.49800538,6.09
2025T4,AM,E,2,634.07321226,0.13
2025T4,AM,F,175,57343.95037492,12.07
2025T4,AM,G,30,9712.25323975,2.04
2025T4,AM,H,134,46115.091899,9.71
2025T4,AM,I,103,30387.7672202,6.4
2025T4,AM,J,4,1480.2888022500001,0.31
2025T4,AM,K,3,735.84688347,0.15
2025T4,AM,L,8,2896.75253909,0.61
2025T4,AM,M,23,6790.1458872,1.43
2025T4,AM,N,28,8388.76364043,1.77
2025T4,AM,P,13,4895.35596394,1.03
2025T4,AM,Q,13,4125.23759762,0.87
2025T4,AM,R,14,6084.59988438,1.28
2025T4,AM,S,136,44855.88793107,9.44
2025T4,AM,,281,89772.61109752,18.9
2025T4,AP,A,183,11982.74314652,13.48
2025T4,AP,B,3,342.9030374,0.39
2025T4,AP,C,57,8785.01476934,9.88
2025T4,AP,E,1,200.54445728,0.23
2025T4,AP,F,84,15067.16166114,16.95
2025T4,AP,G,13,1962.34235408,2.21
2025T4,AP,H,65,12862.73468765,14.47
2025T4,AP,I,25,4614.14927552,5.19
2025T4,AP,J,1,241.85543631,0.27
2025T4,AP,L,1,223.85792129,0.25
2025T4,AP,M,10,2096.28882101,2.36
2025T4,AP,N,23,2737.90648762,3.08
2025T4,AP,P,2,309.9149308,0.35
2025T4,AP,Q,4,700.6117742600001,0.79
2025T4,AP,R,6,1241.54862942,1.4
2025T4,AP,S,67,11704.62148028,13.16
2025T4,AP,,84,13840.92461357,15.57
2025T4,BA,A,981,423939.21647178,25.21
2025T4,BA,B,6,1856.59452222,0.11
2025T4,BA,C,190,121840.70999258,7.25
2025T4,BA,F,290,195693.64060574,11.64
2025T4,BA,G,66,48282.9980508,2.87
2025T4,BA,H,189,144035.150151,8.57
2025T4,BA,I,217,140438.39921781,8.35
2025T4,BA,J,6,5446.371982770001,0.32
2025T4,BA,L,14,10260.39693162,0.61
2025T4,BA,M,61,53747.77865007,3.2
2025T4,BA,N,38,24593.93450659,1.46
2025T4,BA,P,26,19811.02123801,1.18
2025T4,BA,Q,24,17914.16898628,1.07
2025T4,BA,R,26,21351.3167061,1.27
2025T4,BA,S,227,163252.64408299,9.71
2025T4,BA,,418,289083.52333582,17.19
2025T4,CE,A,455,129198.01247468,13.72
2025T4,CE,B,3,2478.19748094,0.26
2025T4,CE,C,302,120040.89040461,12.75
2025T4,CE,E,2,900.25407617,0.1
2025T4,CE,F,303,127568.7644338,13.55
2025T4,CE,G,80,33785.56558668,3.59
2025T4,CE,H,181,84267.76116445,8.95
2025T4,CE,I,153,61444.37102477,6.53
2025T4,CE,J,11,5390.27556819,0.57
2025T4,CE,K,6,2287.33528765,0.24
2025T4,CE,L,5,3151.9208680499996,0.33
2025T4,CE,M,38,16942.46726655,1.8
2025T4,CE,N,36,15814.31532542,1.68
2025T4,CE,P,29,10501.67666174,1.12
2025T4,CE,Q,27,10116.37103713,1.07
2025T4,CE,R,28,11628.78215144,1.24
2025T4,CE,S,229,107155.85392094,11.38
2025T4,CE,,499,198752.04401784,21.11
2025T4,DF,A,18,3193.71923914,1.89
2025T4,DF,C,44,15752.46329432,9.34
2025T4,DF,F,82,27081.20482494,16.06
2025T4,DF,G,14,5182.16460715,3.07
2025T4,DF,H,55,20304.95008161,12.04
2025T4,DF,I,35,12401.78342763,7.36
2025T4,DF,J,7,2733.10856897,1.62
2025T4,DF,K,4,1195.28789873,0.71
2025T4,DF,L,7,2764.94157579,1.64
2025T4,DF,M,27,11864.49189701,7.04
2025T4,DF,N,15,5594.80545334,3.32
2025T4,DF,P,7,2150.43218685,1.28
2025T4,DF,Q,16,5994.33374321,3.56
2025T4,DF,R,9,2928.07199167,1.74
2025T4,DF,S,84,27075.34860262,16.06
2025T4,DF,,76,22362.226323580002,13.27
2025T4,ES,A,572,99577.68107265,29.48
2025T4,ES,C,105,23737.86352114,7.03
2025T4,ES,F,160,38172.47947221,11.3
2025T4,ES,G,41,10062.87599409,2.98
2025T4,ES,H,86,21878.56692866,6.48
2025T4,ES,I,116,26314.49160167,7.79
2025T4,ES,J,10,2720.6597017,0.81
2025T4,ES,K,6,1687.34996901,0.5
2025T4,ES,L,6,920.88803053,0.27
2025T4,ES,M,54,11333.87491522,3.36
2025T4,ES,N,14,4076.18724757,1.21
2025T4,ES,P,15,3381.0345669900003,1.0
2025T4,ES,Q,16,4195.6667168,1.24
2025T4,ES,R,15,4485.86649091,1.33
2025T4,ES,S,186,48436.09019157,14.34
2025T4,ES,,159,36768.20110785,10.89
2025T4,GO,A,226,49026.08267319,8.21
2025T4,GO,C,162,70699.42751714,11.83
2025T4,GO,F,194,94368.68803625,15.79
2025T4,GO,G,58,28707.87830631,4.8
2025T4,GO,H,144,73054.59486706,12.23
2025T4,GO,I,108,43644.58126739,7.3
2025T4,GO,J,8,5760.60890008,0.96
2025T4,GO,K,2,602.4492065300001,0.1
2025T4,GO,L,13,6577.25015474,1.1
2025T4,GO,M,46,21206.42196837,3.55
2025T4,GO,N,16,7667.462506639999,1.28
2025T4,GO,P,14,6803.51761825,1.14
2025T4,GO,Q,19,10141.33467875,1.7
2025T4,GO,R,14,5124.24160898,0.86
2025T4,GO,S,152,73134.07311632,12.24
2025T4,GO,,218,100953.5379063,16.9
2025T4,MA,A,1469,213924.88468988,25.08
2025T4,MA,B,5,995.5637993299999,0.12
2025T4,MA,C,207,52391.691087780004,6.14
2025T4,MA,E,2,355.54677488,0.04
2025T4,MA,F,523,131079.50210974,15.37
2025T4,MA,G,99,25784.74553208,3.02
2025T4,MA,H,247,68807.16585788,8.07
2025T4,MA,I,263,62604.23471348,7.34
2025T4,MA,J,5,1682.15107925,0.2
2025T4,MA,K,3,989.36664664,0.12
2025T4,MA,L,3,840.0332868200001,0.1
2025T4,MA,M,32,11038.54570685,1.29
2025T4,MA,N,69,14746.05441152,1.73
2025T4,MA,P,21,5133.27623652,0.6
2025T4,MA,Q,18,5333.95488698,0.63
2025T4,MA,R,27,8456.27198922,0.99
2025T4,MA,S,310,80774.04894132,9.47
2025T4,MA,,694,167984.84261823999,19.7
2025T4,MG,A,996,358066.42049129,18.65
2025T4,MG,B,1,431.26042238,0.02
2025T4,MG,C,287,145369.86974171,7.57
2025T4,MG,E,2,518.80695213,0.03
2025T4,MG,F,531,321056.48051751,16.73
2025T4,MG,G,109,69181.38044496,3.6
2025T4,MG,H,283,183970.20580939,9.58
2025T4,MG,I,253,150988.45282254,7.87
2025T4,MG,J,13,6549.4997319,0.34
2025T4,MG,K,7,3060.7958351099996,0.16
